marca,modelo,cod_fipe,novo_a,novo_g,med18a,med18g,med17a,med17g,med16a,med16g,med15a,med15g,med14a,med14g,med13a,med13g,med12a,med12g,med11a,med11g,med10a,med10g,med09a,med09g,med08a,med08g,med07a,med07g,med06a,med06g,med05a,med05g,med04a,med04g,med03a,med03g,med02a,med02g,med01a,med01g,med00a,med00g,med99a,med99g,med98a,med98g,med97a,med97g,med96a,med96g,med95a,med95g,med94g,med93g,med92g,med91g,med90g,med89g,med88g,med87g,med86g,med85g,num_passag
Land Rover,Discovery Sport SE 2.0 4x4 Diesel Aut.,033126-0,,225900,,,,,,198066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Discovery Sport SE 2.2 4x4 Diesel Aut.,033117-1,,225933,,,,,,203997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00007
Land Rover,Discovery TDI 2.5 Diesel,033007-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39500,,37935,,35165,,34056,,30521,,27705,22863,19566,18317,,,,,,,,00005
Land Rover,Discovery3 HSE 2.7 4x4 TDI Diesel Aut.,033028-0,,,,,,,,,,,,,,,,,,,,,,96979,,84985,,82360,,68403,,65785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00007
Land Rover,Discovery3 HSE 4.4 V8 4x4 299cv Aut.,033027-2,,,,,,,,,,,,,,,,,,,,,,99220,,81671,,73033,,60639,,55914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00007
Land Rover,Discovery3 S 2.7 4x4 TDI Diesel Aut.,033029-9,,,,,,,,,,,,,,,,,,,,,,78927,,75758,,72870,,65158,,61664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Discovery3 S 4.0 V6 4x4 215cv Aut.,033037-0,,,,,,,,,,,,,,,,,,,,,,64850,,58155,,56302,,53644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00007
Land Rover,Discovery3 SE 2.7 4x4 TDI Diesel Aut.,033045-0,,,,,,,,,,,,,,,,,,,,,,83111,,77641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Discovery3 SE 4.0 V6 4x4 215cv Aut.,033030-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,57753,,54736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00007
Land Rover,Discovery4 B&W 3.0 4x4 TDV6 Diesel Aut.,033071-0,,,,,,,,,,,,,,,,,,190262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00007
Land Rover,Discovery4 BLACK 3.0 4x4 SDV6 Dies. Aut.,033111-2,,375119,,,,,,315625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00007
Land Rover,Discovery4 GRAPHITE 3.0 4x4 SDV6 Die.Aut,033124-4,,362900,,,,,,301626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Discovery4 HSE 2.7 4x4 TDV6 Diesel Aut.,033057-4,,,,,,,,,,,,,,,,,,,,109284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00007
Land Rover,Discovery4 HSE 3.0 4x4 TDV6/SDV6 Die.Aut,033059-0,,373833,,,,,,314149,,285882,,253250,,212509,,172062,,142422,,129778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00007
Land Rover,Discovery4 HSE 5.0 4x4 Aut.,033060-4,,,,,,,,,,,,,,221585,,145856,,128160,,118154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00007
Land Rover,Discovery4 S 2.7 4x4 TDV6 Diesel Aut.,033056-6,,,,,,,,,,,,,,,,,,121655,,109443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05-07
Land Rover,Discovery4 S 3.0 4X4 TDV6 Diesel Aut.,033080-9,,327966,,,,,,250365,,233882,,206935,,166771,,150209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00007
Land Rover,Discovery4 SE 2.7 4x4 TDV6 Diesel Aut.,033053-1,,,,,,,,,,,,,,,,,,,,110549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00007
Land Rover,Discovery4 SE 3.0 4x4 TDV6/SDV6 Die.Aut.,033058-2,,342150,,,,,,283150,,260330,,223812,,182392,,150454,,128576,,115859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00007
Land Rover,Freelander 1.8 16v,033020-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30033,,25403,,,,,,,,,,,,,,,,,,,00005
Land Rover,Freelander HSE 2.5 V6 24V 177cv 5p,033025-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,32916,,30795,,29579,,26102,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Freelander HSE3 2.5 V6 24V 177cv 3p,033034-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32384,,30235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Freelander S/ SE 2.5 V6 24V 177cv 5p,033024-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30434,,29106,,25913,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Freelander SE3 2.5 V6 24V 177cv 3p,033026-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30339,,28117,,23597,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Freelander2 Dynamique 2.2 SD4 T. Diesel,033081-7,,,,,,,,,,,,130784,,116519,,99724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Freelander2 HSE 2.2 SD4 190cv T.Diesel,033070-1,,,,,,,,,,160145,,140826,,121583,,102508,,89654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Freelander2 I6 HSE 3.2 232cv Aut. 5p,033042-6,,,,,,,,,,,,,,,,86031,,70080,,60619,,50709,,48020,,44552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Freelander2 I6 LE Sport 3.2 232cv Aut. 5,033065-5,,,,,,,,,,,,,,,,,,69425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Freelander2 I6 S 3.2 232cv Aut. 5p,033041-8,,,,,,,,,,,,,,,,69603,,60129,,51414,,45936,,42914,,40996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Freelander2 I6 S Sport 3.2 232cv Aut. 5p,033063-9,,,,,,,,,,,,,,,,,,81569,,70638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Freelander2 I6 SE 3.2 232cv Aut. 5p,033040-0,,,,,,,,,,,,,,,,78767,,63451,,53889,,48508,,45334,,41489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Freelander2 S 2.2 SD4 190cv T.Diesel,033068-0,,166923,,,,,,,,134909,,117698,,100919,,87637,,81125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Freelander2 SE 2.2 SD4 190cv T.Diesel,033069-8,,178751,,,,,,,,135338,,123308,,105575,,91220,,80875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Freelander2 SI4 Dyn. 2.0 240cv Aut. 5p,033089-2,,,,,,,,,,,,,,115687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Freelander2 SI4 HSE 2.0 240cv Aut. 5p,033090-6,,,,,,,,,,,,166498,,143386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Freelander2 SI4 S 2.0 240cv Aut. 5p,033087-6,,,,,,,,,,137855,,126985,,90245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Freelander2 SI4 SE 2.0 240cv Aut. 5p,033088-4,,166531,,,,,,,,142351,,136544,,106178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,New Range/Range Rover Vogue 3.9 V8,033019-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22489,,21656,,,,20669,16594,,,,,,,,00005
Land Rover,Range R. EVO DYNAMIQUE BLACK 2.0 Aut. 5p,033109-0,,,,,,,,,,194905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Land Rover,Range R. EVO STYLE 2.0 Aut. 5p,033110-4,,,,,,,,,,147341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Land Rover,Range R. EVOQUE LONDON 2.0 240cv Aut. 5p,033107-4,,,,,,,,,,202323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Land Rover,Range R. EVOQUE SD4 HSE 2.2 Dies. Aut.5p,033122-8,,265710,,,,,,233235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range R. EVOQUE SD4 SE 2.2 Dies. Aut. 5p,033112-0,,228966,,,,,,204810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range R. EVOQUE SI4 HSE Dynamic 2.0 Aut.,033115-5,,250245,,,,226471,,216305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range R. EVOQUE SI4 SE 2.0 Aut. 5p ,033113-9,,222250,,,,199580,,182968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range R. EVOQUE SI4 SE Dynamic 2.0 Aut.,033116-3,,237167,,,,212620,,190604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range R. Sport Autob. 3.0 SDV6 Diesel,033086-8,,,,,,,,,,,,361677,,336443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range R. Sport Autob. Dyn.SCHA. 5.0 V8,033101-5,,564500,,,,,,489936,,467782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range R. Sport Autob. SUPERCHAR. 5.0 V8,033085-0,,,,,,,,,,,,440571,,384413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range R. Sport HSE Dynamic SUPERC.5.0 V8,033093-0,,520350,,,,,,445692,,423974,,404009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range R. Sport HSE SUPERCHARGED 3.0 V6 ,033094-9,,414500,,,,,,344328,,331875,,319953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range R. Sport HST SUPERCHARGED 3.0 V6,033120-1,,479100,,,,,,391865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range R. Sport L. Edit. SCHARGED 3.0 V6,033125-2,,377500,,,,,,311297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range R. Sport TECH S 3.0 SDV6 Diesel,033108-2,,367612,,,,,,,,314996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range R. SVAutobiography SUPERC. 5.0 V8,033123-6,,1063920,,,,,,909846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range R. Vogue 4.4 TDV8/SDV8 Diesel Aut.,033064-7,,,,,,,,,,,,439616,,413763,,222178,,202238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range R. Vogue Autob. SUPERCHAR. 5.0 V8,033084-1,,709892,,,,,,576013,,546660,,484100,,469122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range R.EVOQUE Dynamic 2.0 Aut 3p,033076-0,,,,,,,,,,183681,,167079,,134472,,121227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Land Rover,Range R.EVOQUE Dynamic 2.0 Aut 5p,033077-9,,223732,,,,,,,,184120,,168562,,139999,,127430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Land Rover,Range R.EVOQUE Dynamic Tech 2.0 Aut 3p,033078-7,,,,,,,,,,204935,,181375,,157943,,130434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Land Rover,Range R.EVOQUE Dynamic Tech 2.0 Aut 5p,033079-5,,267295,,,,,,,,205454,,182120,,158455,,131656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Land Rover,Range R.EVOQUE ONE SICILIAN 2.0 Aut. 5p,033095-7,,,,,,,,,,,,,,172384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range R.EVOQUE Prestige 2.0 Aut. 5p,033074-4,,212036,,,,,,,,174983,,156833,,136536,,119168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range R.EVOQUE Prestige 2.2 5p Dies.,033099-0,,,,,,,,,,186288,,180281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range R.EVOQUE Prestige Tech 2.0 Aut 5p,033075-2,,261640,,,,,,,,202916,,166577,,143656,,125271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Land Rover,Range R.EVOQUE PrestigeTech 2.2 5p Dies.,033098-1,,,,,,,,,,207123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range R.EVOQUE Pure  2.0 Aut. 5p,033073-6,,203558,,,,,,,,159729,,141485,,128284,,113864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Land Rover,Range R.EVOQUE Pure 2.0 Aut. 3p,033072-8,,,,,,,,,,,,,,129312,,112359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Land Rover,Range R.Sport HSE Dynamic 4.4 SDV8 Dies.,033114-7,,525036,,,,,,430066,,413616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range R.Sport SE 3.0 4x4 TDV6/SDV6 Dies.,033055-8,,424245,,,,375456,,358112,,349031,,312207,,181581,,161486,,147762,,129447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range Rover EVOQUE Pure Tech 2.0 Aut. 3p,033092-2,,,,,,,,,,,,,,130021,,113032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Land Rover,Range Rover EVOQUE Pure Tech 2.0 Aut. 5p,033082-5,,204215,,,,,,,,160021,,142562,,128414,,114277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range Rover EVOQUE SE 2.0 Diesel Aut.,033128-7,,243125,,,,221061,,212218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range Rover EVOQUE Zanzibar 2.0 Aut. 5p,033100-7,,,,,,,,,,191106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range Rover HSE 4.4/ 4.6,033009-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63968,,58223,,53568,,51968,,46552,,32515,,31077,,30125,,28022,,23311,,,,,,,,,,,,,00005
Land Rover,Range Rover Sport 3.6 TDV8 272cv Diesel,033044-2,,,,,,,,,,,,,,,,,,258158,,206016,,161114,,127291,,113248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range Rover Sport HSE 2.7 190cv TB Dies.,033035-3,,,,,,,,,,,,,,,,,,,,,,,,,,112695,,86529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range Rover Sport HSE 3.0 SDV6  Diesel,033062-0,,464948,,,,405646,,395770,,355588,,317332,,202195,,185665,,179669,,137996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range Rover Sport HSE 4.4 V8 32V 295cv,033033-7,,,,,,,,,,,,,,,,,,,,,,,,,,94684,,89465,,86176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range Rover Sport HSE SUPERCHAR. 5.0 V8,033054-0,,,,,,,,,,,,,,321585,,189665,,170996,,140965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range Rover Sport SE 2.7 190cv TB Diesel,033038-8,,,,,,,,,,,,,,,,,,,,,,101692,,89202,,86062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00007
Land Rover,Range Rover Sport SE 3.6 TDV8 272cv Dies,033046-9,,,,,,,,,,,,,,,,,,186563,,144252,,112825,,105590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range Rover Sport SE 4.4 V8 32V 299cv,033039-6,,,,,,,,,,,,,,,,,,,,,,,,121439,,116921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00007
Land Rover,Range Rover Sport SUPERCHAGED 4.2 V8,033032-9,,,,,,,,,,,,,,,,,,,,,,109367,,91148,,87407,,71665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range Rover Sport SVR SUPERCHAGED 5.0 V8,033102-3,,628484,,,,,,534236,,509802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range Rover SUPERCHAGED 4.2 V8 396cv,033031-0,,,,,,,,,,,,,,,,,,,,,,153564,,127585,,120112,,84998,,78701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range Rover Vogue 3.0 TDV6 Diesel Aut.,033096-5,,535976,,,,,,460454,,413486,,362613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range Rover Vogue 3.6 TDV8 272cv Diesel,033043-4,,,,,,,,,,,,,,,,,,,,159906,,132212,,113051,,102801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range Rover Vogue 4.4 Auto. SDV8 Diesel.,033083-3,,635167,,,,,,538121,,510655,,457951,,440967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range Rover Vogue HSE 3.0 TDV6 Diesel,033097-3,,,,,,,,,,,,416939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range Rover Vogue SE 4.4 SDV8 Dies. Aut,033091-4,,613615,,,,,,524565,,500489,,416884,,350873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Land Rover,Range Rover Vogue SE SUPERCHAR. 5.0 V8,033061-2,,599884,,,,,,,,526808,,474216,,433147,,230276,,201963,,149331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Lexus,CT200h  1.8 16V HIBRID Aut.,057034-6,,142100,,,,128850,,122749,,118925,,114745,,91461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Lexus,CT200h F-Sport 1.8 16V HIBRID Aut.,057035-4,,,,,,,,,,,,,,131244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Lexus,ES-300 3.0,057020-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36072,,34181,,25305,,23869,,20240,,19529,,17020,,,,15918,15384,14921,13367,11330,,,,,,,00005
Lexus,ES-330 3.3 24V 228cv,057027-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,46825,,38756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Lexus,ES-350 3.5 24V 284cv,057028-1,,274200,,,,225601,,212480,,188541,,163745,,157441,,152001,,142547,,137915,,110730,,81145,,78201,,75377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Lexus,GS 300 3.0 V6 24V,057001-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24216,,23360,22603,21755,,,,,,,,,00005
Lexus,IS-250 2.5 24V 208cv Aut.,057036-2,,179879,,,,,,159978,,148967,,128018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Lexus,IS-250 F Sport 2.5 24V 208cv Aut.,057037-0,,193373,,,,,,,,149679,,130072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Lexus,IS-300 3.0 24v 231cv Aut.,057030-3,,,,,,,,,,,,,,131055,,88885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Lexus,LS 400 4.0,057025-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43785,,42058,,30088,,25061,,,,24185,22658,21970,18224,16456,,,,,,,00005
Lexus,LS 430 4.3 32V 281cv,057026-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,134705,,105353,,,,,,,,47527,,,,,,,,,,,,,,,,,,,,,,,00005
Lexus,LS 460 4.6 32V 347cv,057029-0,,,,,,,,,,,,,,380702,,351739,,335469,,304727,,229431,,213432,,197924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Lexus,LS-460L 4.6 V8 32v 347cv Aut.,057031-1,,702400,,,,574853,,548660,,480657,,456219,,389380,,368011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Lexus,NX-200t F-Sport 2.0 16v 238cv Aut.,057039-7,,252000,,,,214745,,206815,,187840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Lexus,NX-200t Luxury 2.0 16V 238cv Aut.,057038-9,,229400,,,,189885,,183795,,175838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Lexus,RX 300 3.0 V6 24V,057002-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43234,,41449,,39072,,36172,,,,,,,,,,,,,,,,,,,00005
Lexus,RX-350 3.5 24v  Aut.,057032-0,,342200,,,,,,275929,,217360,,199834,,143199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Lexus,RX-350 F-Sport 3.5 24V Aut.,057033-8,,359000,,,,,,305952,,222969,,210985,,152154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Lexus,SC 400 4.0 V8,057003-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34558,33364,28054,,,,,,,,,00005
LIFAN,320 ELITE 1.3 16V 88cv 5p,077001-9,,,,,,,,,,,,,,,,18340,,17774,,16891,,16301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
LIFAN,530 1.5 16V 103cv 4p,077005-1,,38992,,,,,,35946,,32086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
LIFAN,530 TALENT 1.5 16V 103cv 4p,077006-0,,42000,,,,,,37154,,32985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
LIFAN,620 TALENT 1.6 16V 106cv 4p,077002-7,,,,,,,,,,,,,,,,21466,,20478,,19778,,19152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
LIFAN,FOISON 1.3 16V 85cv 2p,077004-3,,39182,,,,,,36143,,34305,,32809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
LIFAN,X60 1.8 16V 128cv 5p Mec.,077003-5,,65367,,,,,,56974,,46715,,40055,,37512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
LOBINI,H1 1.8 20V Turbo 180cv 2p,063001-2,,,,,,,,,,,,,,,,,,,,,,,,93930,,87986,,84262,,81425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Lotus,Elan S-2 1.6 16V,047001-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28922,,,,,,,,,,,00002
Lotus,Esprit S-4 2.2 16V,047002-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104265,,,,,,,,,,,00002
Mahindra,PIK-UP CD 2.2 4X2 (diesel) Mec.,065007-2,,,,,,,,,,,,59034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mahindra,PIK-UP CD 2.2 4X4 (diesel) Mec.,065005-6,,,,,,,,,,,,57065,,52627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mahindra,PIK-UP CS 2.2 4X2 (diesel) Mec.,065006-4,,,,,,,,,,,,47165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Mahindra,PIK-UP CS 2.2 4X4 (diesel) Mec.,065004-8,,,,,,,,,,,,50003,,41339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00003
Mahindra,SCORPIO 2.6 CD TB Diesel CRDe 4x4,065003-0,,,,,,,,,,,,,,,,45889,,44221,,38198,,36845,,34133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mahindra,SCORPIO 2.6 CS/ Chassi TB Dies. CRDe 4x4,065002-1,,,,,,,,,,,,,,,,42691,,41324,,37264,,34371,,30096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Mahindra,SCORPIO GLX SUV 2.6 TB Diesel CRDe 4WD,065001-3,,,,,,,,,,,,,,,,52526,,47907,,46107,,37540,,34210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00007
Mahindra,SUV 2.2 4x4 (diesel) Mec.,065008-0,,,,,,,,,,73088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00007
